Dates,Count,GridPower[W],In12Power[W],In1Power[W],In2Power[W],GridPower_max[W],In1Power_max[W],In2Power_max[W],GridPower_std[W],In1Power_std[W],In2Power_std[W]
2023-10-15 11:39:00,60,3835.3,3843.8,1923.7,1920.2,5860.0,2980.0,2930.0,1033.3,549.8,520.3
2023-10-15 11:40:00,60,3649.8,3639.8,1798.8,1841.0,6370.0,3230.0,3210.0,1638.4,838.4,829.5
2023-10-15 11:41:00,60,6542.7,6608.2,3289.7,3318.5,7130.0,3590.0,3630.0,398.1,193.1,204.8
2023-10-15 11:42:00,60,7224.2,7306.2,3640.2,3666.0,7410.0,3730.0,3760.0,186.0,80.7,108.1
2023-10-15 11:43:00,60,4025.0,4031.3,2002.7,2028.7,7390.0,3720.0,3760.0,1550.9,787.9,794.5
2023-10-15 11:44:00,60,4130.0,4122.7,2053.5,2069.2,6920.0,3500.0,3550.0,1487.1,748.9,765.4
2023-10-15 11:45:00,60,6554.2,6632.3,3283.2,3349.2,7460.0,3750.0,3820.0,743.9,373.0,390.3
2023-10-15 11:46:00,60,6636.0,6706.5,3329.5,3377.0,7330.0,3690.0,3750.0,837.6,424.1,434.1
2023-10-15 11:47:00,60,4408.5,4426.5,2207.7,2218.8,6410.0,3240.0,3230.0,868.7,447.7,441.7
2023-10-15 11:48:00,60,2727.2,2715.7,1349.7,1366.0,3590.0,1790.0,1810.0,364.9,188.9,186.3
2023-10-15 11:49:00,60,3139.2,3126.7,1554.7,1572.0,3720.0,1850.0,1880.0,316.6,159.6,168.3
2023-10-15 11:50:00,60,2592.0,2564.3,1276.5,1287.8,2870.0,1410.0,1430.0,126.1,64.6,64.3
2023-10-15 11:51:00,60,2730.7,2706.0,1347.2,1358.8,3000.0,1490.0,1500.0,181.5,91.9,91.8
2023-10-15 11:52:00,60,2375.7,2343.3,1166.3,1177.0,2720.0,1340.0,1350.0,184.8,91.4,96.1
2023-10-15 11:53:00,60,1896.7,1863.8,925.0,938.8,2500.0,1220.0,1250.0,193.4,95.8,101.0
2023-10-15 11:54:00,60,3375.8,3370.5,1672.0,1698.5,4250.0,2120.0,2140.0,495.8,248.5,255.5
2023-10-15 11:55:00,60,4285.5,4290.0,2128.0,2162.0,5330.0,2660.0,2710.0,464.5,230.7,242.0
2023-10-15 11:56:00,60,5229.3,5266.8,2605.3,2661.5,5930.0,2950.0,3030.0,440.4,227.2,231.8
2023-10-15 11:57:00,60,4910.3,4924.5,2444.0,2480.5,5680.0,2850.0,2880.0,603.1,313.3,314.5
2023-10-15 11:58:00,60,3922.2,3918.5,1951.3,1967.2,5720.0,2880.0,2900.0,1233.8,635.2,637.4
2023-10-15 11:59:00,60,1901.0,1856.7,917.7,939.0,2160.0,1070.0,1060.0,100.1,52.6,48.2
2023-10-15 12:00:00,60,2330.3,2304.2,1147.0,1157.2,3050.0,1530.0,1550.0,310.5,161.6,160.7
2023-10-15 12:01:00,60,2639.7,2622.0,1302.7,1319.3,4290.0,2140.0,2170.0,461.5,228.9,247.5
2023-10-15 12:02:00,60,2957.2,2945.3,1470.3,1475.0,4200.0,2100.0,2150.0,360.9,182.0,189.3
2023-10-15 12:03:00,60,2875.0,2863.7,1430.0,1433.7,2950.0,1480.0,1480.0,38.0,20.4,20.6
2023-10-15 12:04:00,60,3229.2,3223.8,1606.8,1617.0,4660.0,2320.0,2360.0,432.5,218.2,224.5
2023-10-15 12:05:00,60,4893.8,4933.8,2461.0,2472.8,7230.0,3670.0,3670.0,1295.8,665.5,670.2
2023-10-15 12:06:00,60,6687.0,6752.0,3364.0,3388.0,7940.0,3990.0,4010.0,1626.6,832.8,835.2
2023-10-15 12:07:00,60,7417.0,7512.3,3731.5,3780.8,7980.0,4030.0,4060.0,700.0,372.0,356.8
2023-10-15 12:08:00,60,7501.7,7601.7,3785.5,3816.2,7580.0,3830.0,3850.0,46.1,25.0,22.7
2023-10-15 12:09:00,60,7509.5,7612.7,3789.7,3823.0,7640.0,3840.0,3870.0,78.8,40.3,40.6
2023-10-15 12:10:00,60,7452.5,7556.2,3761.3,3794.8,7600.0,3840.0,3870.0,98.0,48.5,50.6
2023-10-15 12:11:00,60,6852.2,6936.0,3460.0,3476.0,7270.0,3670.0,3690.0,573.6,292.8,302.8
2023-10-15 12:12:00,60,4479.3,4501.2,2236.7,2264.5,6590.0,3300.0,3350.0,1105.2,576.2,573.8
2023-10-15 12:13:00,60,1916.5,1885.2,934.2,951.0,2360.0,1160.0,1160.0,201.4,101.5,101.5
2023-10-15 12:14:00,60,1540.0,1505.0,742.5,762.5,1650.0,800.0,820.0,55.3,28.9,28.1
2023-10-15 12:15:00,60,1424.8,1386.2,680.3,705.8,1450.0,690.0,720.0,9.0,6.0,5.6
2023-10-15 12:16:00,60,1401.7,1362.5,665.0,697.5,1420.0,680.0,710.0,14.2,8.1,7.2
2023-10-15 12:17:00,60,1414.8,1372.2,669.2,703.0,1430.0,680.0,720.0,15.0,9.2,7.6
2023-10-15 12:18:00,60,1450.5,1406.7,683.0,723.7,1480.0,690.0,740.0,11.6,6.1,7.3
2023-10-15 12:19:00,60,1501.8,1460.7,709.0,751.7,1520.0,720.0,770.0,13.5,9.6,7.8
2023-10-15 12:20:00,60,1452.7,1413.0,684.0,729.0,1520.0,720.0,760.0,46.8,22.5,22.9
2023-10-15 12:21:00,60,1287.0,1239.3,596.2,643.2,1360.0,640.0,690.0,39.4,21.4,22.4
2023-10-15 12:22:00,60,1248.8,1200.0,577.5,622.5,1280.0,600.0,640.0,15.6,8.5,8.5
2023-10-15 12:23:00,60,1388.8,1346.2,651.0,695.2,1510.0,720.0,760.0,65.6,36.2,35.1
2023-10-15 12:24:00,60,1635.3,1598.8,782.7,816.2,1720.0,830.0,860.0,61.2,33.2,28.6
2023-10-15 12:25:00,60,1762.5,1728.3,850.8,877.5,1800.0,880.0,900.0,20.7,13.6,10.7
2023-10-15 12:26:00,60,1921.5,1891.7,934.0,957.7,2060.0,1010.0,1030.0,86.8,47.4,44.5
2023-10-15 12:27:00,60,2209.2,2183.3,1078.3,1105.0,2370.0,1160.0,1190.0,77.9,37.2,41.7
2023-10-15 12:28:00,60,2591.3,2571.8,1269.3,1302.5,3070.0,1520.0,1550.0,184.6,96.3,93.7
2023-10-15 12:29:00,60,2482.3,2452.3,1214.7,1237.7,2850.0,1400.0,1430.0,136.6,68.4,72.1
2023-10-15 12:30:00,60,2215.8,2189.0,1081.7,1107.3,2600.0,1290.0,1310.0,204.3,102.8,103.3
2023-10-15 12:31:00,60,2246.2,2228.0,1100.0,1128.0,3230.0,1590.0,1640.0,425.1,212.4,223.4
2023-10-15 12:32:00,60,3189.2,3184.8,1577.7,1607.2,3950.0,1970.0,2000.0,305.1,157.3,158.0
2023-10-15 12:33:00,60,4279.5,4296.5,2117.0,2179.5,4670.0,2320.0,2380.0,589.8,306.2,297.2
2023-10-15 12:34:00,60,3658.2,3659.2,1814.3,1844.8,4630.0,2320.0,2350.0,1031.5,530.4,531.2
2023-10-15 12:35:00,60,3668.8,3679.5,1826.3,1853.2,4750.0,2370.0,2410.0,1365.4,693.9,701.0
2023-10-15 12:36:00,60,1947.0,1904.7,934.3,970.3,3500.0,1730.0,1770.0,602.2,311.7,318.5
2023-10-15 12:37:00,60,1984.0,1935.2,938.3,996.8,3620.0,1820.0,1800.0,913.8,475.4,463.7
2023-10-15 12:38:00,60,875.2,812.8,385.0,427.8,910.0,410.0,460.0,12.4,7.6,10.3
2023-10-15 12:39:00,60,896.5,841.0,400.8,440.2,950.0,430.0,470.0,29.5,14.1,16.0
2023-10-15 12:40:00,60,1028.7,974.3,467.0,507.3,1110.0,510.0,550.0,47.0,23.7,23.7
2023-10-15 12:41:00,60,1175.7,1127.2,545.2,582.0,1220.0,570.0,610.0,29.9,16.3,16.7
2023-10-15 12:42:00,60,1282.5,1241.7,602.2,639.5,1360.0,640.0,680.0,42.0,21.7,21.2
2023-10-15 12:43:00,60,1422.2,1382.2,675.0,707.2,1500.0,720.0,750.0,37.3,21.3,19.3
2023-10-15 12:44:00,60,1497.3,1465.0,717.3,747.7,1520.0,740.0,760.0,12.4,8.5,7.8
2023-10-15 12:45:00,60,1729.7,1701.2,840.3,860.8,1970.0,960.0,980.0,138.0,73.0,68.3
2023-10-15 12:46:00,60,1668.2,1635.0,808.7,826.3,1880.0,920.0,940.0,122.1,64.8,61.5
2023-10-15 12:47:00,60,1352.0,1312.5,643.8,668.7,1470.0,710.0,720.0,53.2,28.5,25.8
2023-10-15 12:48:00,60,1550.0,1514.2,741.7,772.5,1940.0,950.0,980.0,174.3,88.2,86.7
2023-10-15 12:49:00,60,1509.5,1470.3,722.3,748.0,2000.0,980.0,1000.0,239.8,128.7,121.5
2023-10-15 12:50:00,60,1148.3,1098.8,530.5,568.3,1270.0,590.0,630.0,70.4,36.0,37.0
2023-10-15 12:51:00,60,1046.5,995.8,479.3,516.5,1110.0,510.0,550.0,30.6,16.3,15.9
2023-10-15 12:52:00,60,1086.3,1033.2,498.2,535.0,1100.0,510.0,550.0,7.1,4.7,5.3
2023-10-15 12:53:00,60,1323.7,1273.7,618.2,655.5,2030.0,1000.0,1010.0,258.7,133.0,129.0
2023-10-15 12:54:00,60,2462.3,2439.7,1211.7,1228.0,2690.0,1340.0,1350.0,168.9,85.0,86.7
2023-10-15 12:55:00,60,2069.5,2035.3,1008.3,1027.0,2450.0,1200.0,1230.0,225.9,115.9,116.5
2023-10-15 12:56:00,60,1532.3,1491.3,731.5,759.8,1860.0,910.0,930.0,204.5,107.7,103.0
2023-10-15 12:57:00,60,2003.3,1976.7,970.8,1005.8,2580.0,1260.0,1300.0,413.0,212.0,209.8
2023-10-15 12:58:00,60,2718.8,2698.5,1334.5,1364.0,2950.0,1450.0,1480.0,130.8,67.5,66.9
2023-10-15 12:59:00,60,3068.8,3057.2,1515.5,1541.7,3150.0,1560.0,1590.0,64.4,32.7,33.7
2023-10-15 13:00:00,60,3100.3,3096.7,1535.3,1561.3,3150.0,1560.0,1590.0,35.2,17.7,19.1
2023-10-15 13:01:00,60,2935.5,2922.2,1449.8,1472.3,3010.0,1490.0,1510.0,39.7,21.2,21.2
2023-10-15 13:02:00,60,3028.3,3021.5,1496.7,1524.8,3070.0,1510.0,1530.0,13.6,7.0,6.2
2023-10-15 13:03:00,60,2868.7,2848.0,1410.2,1437.8,3010.0,1480.0,1510.0,73.9,39.0,39.4
2023-10-15 13:04:00,60,2935.3,2913.2,1441.3,1471.8,3010.0,1460.0,1490.0,38.3,18.2,19.1
2023-10-15 13:05:00,60,2853.5,2833.5,1404.2,1429.3,2920.0,1450.0,1470.0,39.9,21.8,21.0
2023-10-15 13:06:00,60,2712.2,2690.0,1331.7,1358.3,2790.0,1370.0,1400.0,33.1,18.5,17.6
2023-10-15 13:07:00,60,2695.0,2671.0,1321.7,1349.3,2730.0,1340.0,1370.0,25.9,14.0,12.8
2023-10-15 13:08:00,60,2542.3,2510.8,1239.0,1271.8,2650.0,1290.0,1320.0,56.9,29.2,28.7
2023-10-15 13:09:00,60,2432.7,2400.2,1182.7,1217.5,2470.0,1200.0,1240.0,16.4,9.6,10.6
2023-10-15 13:10:00,60,2468.5,2432.8,1199.2,1233.7,2510.0,1230.0,1260.0,34.6,19.9,17.7
2023-10-15 13:11:00,60,2450.3,2416.3,1193.3,1223.0,2500.0,1220.0,1250.0,25.9,14.9,14.4
2023-10-15 13:12:00,60,2451.3,2416.0,1194.5,1221.5,2510.0,1210.0,1240.0,15.1,8.0,7.3
2023-10-15 13:13:00,60,2081.2,2039.7,1012.0,1027.7,2510.0,1230.0,1260.0,312.4,158.1,165.1
2023-10-15 13:14:00,60,2157.5,2118.8,1050.0,1068.8,2520.0,1220.0,1250.0,454.7,232.0,232.2
2023-10-15 13:15:00,60,1620.3,1573.5,771.5,802.0,2170.0,1070.0,1080.0,349.5,187.0,176.7
2023-10-15 13:16:00,60,2207.5,2184.5,1082.2,1102.3,2500.0,1230.0,1260.0,205.2,104.1,104.7
2023-10-15 13:17:00,60,1464.0,1422.0,693.0,729.0,2520.0,1240.0,1260.0,517.6,267.9,261.4
2023-10-15 13:18:00,60,2493.8,2466.7,1221.2,1245.5,2530.0,1250.0,1270.0,48.0,24.9,28.0
2023-10-15 13:19:00,60,2519.8,2489.0,1229.0,1260.0,2540.0,1250.0,1270.0,26.6,14.1,14.6
2023-10-15 13:20:00,60,2581.3,2545.8,1261.2,1284.7,2650.0,1300.0,1320.0,36.3,20.3,19.4
2023-10-15 13:21:00,60,2632.5,2604.2,1288.7,1315.5,2680.0,1300.0,1330.0,21.3,11.8,8.8
2023-10-15 13:22:00,60,2374.7,2344.3,1157.3,1187.0,2570.0,1250.0,1290.0,103.8,53.8,54.5
2023-10-15 13:23:00,60,2055.8,2023.3,999.8,1023.5,2210.0,1080.0,1100.0,95.8,49.4,48.6
2023-10-15 13:24:00,60,1770.8,1734.2,855.5,878.7,1880.0,910.0,930.0,47.3,25.5,23.4
2023-10-15 13:25:00,60,1559.3,1512.7,741.7,771.0,1690.0,810.0,840.0,63.6,33.2,32.4
2023-10-15 13:26:00,60,1617.5,1576.7,773.2,803.5,1730.0,830.0,860.0,54.0,29.1,28.0
2023-10-15 13:27:00,60,1805.2,1766.0,868.0,898.0,1830.0,880.0,910.0,23.4,11.8,12.4
2023-10-15 13:28:00,60,1761.7,1721.8,846.8,875.0,1810.0,870.0,910.0,32.7,16.5,20.0
2023-10-15 13:29:00,60,1767.5,1728.2,848.5,879.7,1780.0,860.0,890.0,8.5,7.0,4.8
2023-10-15 13:30:00,60,1736.0,1695.7,830.8,864.8,1760.0,850.0,880.0,13.9,8.2,6.2
2023-10-15 13:31:00,60,1691.8,1649.5,809.0,840.5,1710.0,830.0,860.0,11.8,7.7,7.6
2023-10-15 13:32:00,60,1659.7,1620.7,794.2,826.5,1680.0,810.0,840.0,9.7,6.7,8.3
2023-10-15 13:33:00,60,1637.3,1595.7,780.7,815.0,1650.0,790.0,820.0,6.5,5.1,5.0
2023-10-15 13:34:00,60,1638.8,1595.8,781.2,814.7,1650.0,790.0,820.0,8.0,5.8,5.0
2023-10-15 13:35:00,60,1689.3,1643.8,806.7,837.2,1730.0,840.0,860.0,21.4,11.2,11.0
2023-10-15 13:36:00,60,1761.0,1719.8,842.8,877.0,1790.0,860.0,890.0,18.2,10.3,10.0
2023-10-15 13:37:00,60,1801.2,1760.0,863.3,896.7,1820.0,870.0,910.0,10.5,5.4,6.0
2023-10-15 13:38:00,60,1888.3,1844.5,905.7,938.8,1970.0,950.0,980.0,41.6,22.0,21.3
2023-10-15 13:39:00,60,2050.8,2017.7,989.0,1028.7,2130.0,1030.0,1060.0,44.9,23.1,22.9
2023-10-15 13:40:00,60,2154.7,2120.5,1043.3,1077.2,2180.0,1060.0,1090.0,14.2,10.3,8.8
2023-10-15 13:41:00,60,2193.3,2165.2,1063.7,1101.5,2210.0,1070.0,1120.0,11.6,6.3,7.5
2023-10-15 13:42:00,60,2061.8,2028.0,995.3,1032.7,2190.0,1060.0,1100.0,157.8,82.2,84.4
2023-10-15 13:43:00,60,2004.8,1970.2,963.5,1006.7,2060.0,990.0,1030.0,26.3,15.0,11.9
2023-10-15 13:44:00,60,1970.5,1931.5,945.2,986.3,1980.0,960.0,1000.0,10.2,7.4,7.1
2023-10-15 13:45:00,60,1824.0,1784.7,867.3,917.3,1940.0,930.0,980.0,82.9,46.1,39.9
2023-10-15 13:46:00,60,1504.2,1460.8,699.0,761.8,1660.0,780.0,840.0,83.1,43.2,40.5
2023-10-15 13:47:00,60,1298.2,1246.8,591.2,655.7,1370.0,630.0,700.0,39.0,19.8,21.8
2023-10-15 13:48:00,60,1201.5,1149.8,544.5,605.3,1240.0,570.0,630.0,22.0,12.0,10.4
2023-10-15 13:49:00,60,1154.7,1099.8,517.5,582.3,1170.0,530.0,590.0,7.2,7.4,5.3
2023-10-15 13:50:00,60,1110.5,1058.2,494.3,563.8,1140.0,510.0,580.0,15.1,7.2,6.6
2023-10-15 13:51:00,60,1105.8,1048.7,492.7,556.0,1120.0,500.0,570.0,8.2,5.4,5.2
2023-10-15 13:52:00,60,1106.8,1049.7,492.7,557.0,1120.0,510.0,570.0,9.7,7.5,6.1
2023-10-15 13:53:00,60,1091.5,1032.8,484.0,548.8,1100.0,490.0,560.0,3.6,4.9,4.1
2023-10-15 13:54:00,60,1091.7,1034.2,481.8,552.3,1100.0,490.0,560.0,4.9,5.3,4.2
2023-10-15 13:55:00,60,1107.7,1047.5,486.0,561.5,1130.0,500.0,580.0,13.2,8.2,8.3
2023-10-15 13:56:00,60,1133.5,1080.2,500.0,580.2,1140.0,510.0,590.0,6.0,4.8,5.0
2023-10-15 13:57:00,60,1132.7,1076.8,496.7,580.2,1140.0,510.0,590.0,6.3,5.1,5.0
2023-10-15 13:58:00,60,1112.2,1056.0,486.8,569.2,1140.0,510.0,590.0,25.8,14.4,13.9
2023-10-15 13:59:00,60,1015.3,954.0,432.7,521.3,1060.0,460.0,540.0,21.5,10.5,12.3
2023-10-15 14:00:00,60,975.8,913.2,414.7,498.5,980.0,420.0,510.0,4.9,5.0,4.4
2023-10-15 14:01:00,60,1052.5,993.0,452.0,541.0,1150.0,500.0,590.0,49.3,26.2,26.6
2023-10-15 14:02:00,60,1199.5,1153.3,542.8,610.5,1230.0,570.0,630.0,21.9,16.6,10.2
2023-10-15 14:03:00,60,1091.0,1037.8,487.5,550.3,1170.0,530.0,590.0,42.6,25.9,21.7
2023-10-15 14:04:00,60,1020.8,965.0,449.5,515.5,1030.0,460.0,520.0,5.6,2.8,5.6
2023-10-15 14:05:00,60,951.0,893.7,413.8,479.8,1010.0,450.0,510.0,37.3,20.4,21.1
2023-10-15 14:06:00,60,834.3,766.5,349.2,417.3,880.0,380.0,450.0,25.5,14.5,15.6
2023-10-15 14:07:00,60,782.3,706.0,322.7,383.3,800.0,330.0,400.0,12.6,6.3,7.7
2023-10-15 14:08:00,60,724.5,646.7,294.0,352.7,750.0,310.0,370.0,16.0,10.8,7.9
2023-10-15 14:09:00,60,668.5,586.0,266.2,319.8,700.0,280.0,340.0,16.8,8.4,9.7
2023-10-15 14:10:00,60,639.3,557.8,253.7,304.2,650.0,260.0,310.0,6.3,5.2,4.9
2023-10-15 14:11:00,60,691.8,616.7,281.0,335.7,730.0,300.0,360.0,25.1,12.6,14.8
2023-10-15 14:12:00,60,725.7,650.5,300.7,349.8,750.0,310.0,370.0,17.4,9.1,10.9
2023-10-15 14:13:00,60,650.3,566.2,258.3,307.8,690.0,280.0,330.0,14.6,8.2,8.0
2023-10-15 14:14:00,60,677.8,598.3,273.3,325.0,700.0,290.0,340.0,14.8,8.1,8.9
2023-10-15 14:15:00,60,654.7,572.3,263.0,309.3,690.0,290.0,330.0,28.0,15.3,15.7
2023-10-15 14:16:00,60,572.3,481.0,217.2,263.8,600.0,240.0,280.0,13.3,8.4,8.6
2023-10-15 14:17:00,60,557.7,464.8,208.7,256.2,570.0,220.0,260.0,4.6,4.6,4.9
2023-10-15 14:18:00,60,528.3,442.2,199.5,242.7,550.0,210.0,250.0,11.6,4.3,5.4
2023-10-15 14:19:00,60,526.0,436.2,195.3,240.8,540.0,200.0,250.0,6.9,5.0,4.6
2023-10-15 14:20:00,60,545.3,457.2,207.0,250.2,560.0,220.0,260.0,8.7,7.1,5.0
2023-10-15 14:21:00,60,580.0,495.7,227.7,268.0,600.0,240.0,280.0,13.5,6.9,8.1
2023-10-15 14:22:00,60,583.5,500.0,227.8,272.2,600.0,240.0,280.0,14.6,8.2,8.8
2023-10-15 14:23:00,60,558.5,471.3,215.0,256.3,580.0,220.0,270.0,9.1,5.3,6.8
2023-10-15 14:24:00,60,567.8,484.0,221.5,262.5,580.0,230.0,270.0,9.8,5.4,6.0
2023-10-15 14:25:00,60,530.3,448.3,203.3,245.0,550.0,220.0,260.0,10.2,8.3,5.3
2023-10-15 14:26:00,60,491.3,408.2,186.2,222.0,520.0,200.0,240.0,16.5,9.1,11.2
2023-10-15 14:27:00,60,433.5,345.3,156.2,189.2,460.0,170.0,210.0,15.8,8.8,10.5
2023-10-15 14:28:00,60,399.0,305.8,138.3,167.5,410.0,150.0,170.0,7.2,4.1,4.3
2023-10-15 14:29:00,60,383.5,290.8,130.3,160.5,390.0,140.0,170.0,4.8,2.6,4.6
2023-10-15 14:30:00,60,379.7,287.8,129.5,158.3,380.0,130.0,160.0,1.8,2.2,3.7
2023-10-15 14:31:00,60,378.8,286.5,128.8,157.7,380.0,130.0,160.0,3.2,3.2,4.2
2023-10-15 14:32:00,60,372.0,280.3,127.0,153.3,380.0,130.0,160.0,4.8,4.6,5.1
2023-10-15 14:33:00,60,371.8,276.2,127.2,149.0,380.0,130.0,160.0,5.9,4.5,4.7
2023-10-15 14:34:00,60,350.5,254.5,115.2,139.3,370.0,130.0,150.0,8.3,5.3,4.8
2023-10-15 14:35:00,60,337.7,244.2,110.2,134.0,340.0,120.0,140.0,4.2,2.9,4.9
2023-10-15 14:36:00,60,321.5,220.8,97.5,123.3,330.0,110.0,130.0,4.4,5.7,4.7
2023-10-15 14:37:00,60,312.2,207.7,92.3,115.3,320.0,100.0,130.0,5.8,4.6,6.2
2023-10-15 14:38:00,60,298.0,195.5,87.3,108.2,310.0,90.0,110.0,5.1,4.4,3.9
2023-10-15 14:39:00,60,289.2,181.5,81.2,100.3,300.0,90.0,110.0,3.8,3.2,3.6
2023-10-15 14:40:00,60,278.8,174.2,76.5,97.7,290.0,80.0,100.0,3.7,4.8,4.2
2023-10-15 14:41:00,60,269.0,159.7,69.7,90.0,280.0,80.0,100.0,3.5,3.1,4.8
2023-10-15 14:42:00,60,258.7,146.3,65.5,80.8,270.0,70.0,90.0,3.9,5.0,2.8
2023-10-15 14:43:00,60,260.0,148.2,67.3,80.8,270.0,70.0,90.0,3.2,4.4,3.3
2023-10-15 14:44:00,60,261.5,153.8,70.0,83.8,270.0,80.0,90.0,3.6,2.6,5.2
2023-10-15 14:45:00,60,250.8,147.8,67.8,80.0,260.0,70.0,90.0,5.6,4.1,3.2
2023-10-15 14:46:00,60,236.2,130.3,59.2,71.2,240.0,70.0,80.0,5.2,3.3,4.1
2023-10-15 14:47:00,60,225.3,116.0,54.3,61.7,230.0,60.0,70.0,5.0,5.0,3.7
2023-10-15 14:48:00,60,213.7,106.8,49.5,57.3,220.0,60.0,60.0,4.8,3.4,4.4
2023-10-15 14:49:00,60,208.8,100.2,48.7,51.5,210.0,50.0,60.0,3.2,3.4,3.6
2023-10-15 14:50:00,60,207.3,102.8,48.0,54.8,210.0,50.0,60.0,4.4,4.0,5.0
2023-10-15 14:51:00,60,207.7,101.2,46.8,54.3,210.0,50.0,60.0,4.2,4.7,5.0
2023-10-15 14:52:00,60,202.8,99.7,42.8,56.8,210.0,50.0,60.0,4.5,4.5,4.7
2023-10-15 14:53:00,60,197.0,91.3,40.8,50.5,200.0,50.0,60.0,4.6,2.8,2.2
2023-10-15 14:54:00,60,190.0,79.0,31.0,48.0,200.0,40.0,60.0,4.8,3.0,4.4
2023-10-15 14:55:00,60,180.7,71.0,30.2,40.8,190.0,40.0,50.0,4.8,2.9,2.8
2023-10-15 14:56:00,60,173.8,64.5,25.3,39.2,180.0,30.0,40.0,4.9,5.0,2.8
2023-10-15 14:57:00,60,172.5,61.8,25.0,36.8,180.0,30.0,40.0,4.3,5.0,4.7
2023-10-15 14:58:00,60,171.0,56.8,22.0,34.8,180.0,30.0,40.0,3.0,4.0,5.0
2023-10-15 14:59:00,60,170.5,57.7,22.3,35.3,180.0,30.0,40.0,2.8,4.2,5.0
2023-10-15 15:00:00,60,172.2,56.5,22.0,34.5,180.0,30.0,40.0,4.1,4.0,5.0
2023-10-15 15:01:00,60,178.0,67.3,29.3,38.0,190.0,40.0,40.0,4.4,3.1,4.0
2023-10-15 15:02:00,60,185.0,74.3,31.2,43.2,190.0,40.0,50.0,5.0,3.7,4.7
2023-10-15 15:03:00,60,194.3,83.3,34.5,48.8,200.0,40.0,50.0,5.0,5.0,3.2
2023-10-15 15:04:00,60,194.0,82.7,34.8,47.8,200.0,40.0,50.0,5.5,5.0,4.1
2023-10-15 15:05:00,60,180.8,69.2,28.7,40.5,190.0,30.0,50.0,7.1,3.4,3.8
2023-10-15 15:06:00,60,164.2,50.5,20.0,30.5,170.0,30.0,40.0,4.9,1.8,3.8
2023-10-15 15:07:00,60,152.8,43.2,14.2,29.0,160.0,20.0,30.0,5.2,4.9,3.0
2023-10-15 15:08:00,60,148.0,37.0,12.5,24.5,160.0,20.0,30.0,6.5,4.3,5.0
2023-10-15 15:09:00,60,144.3,32.8,12.2,20.7,150.0,20.0,30.0,5.0,4.1,2.5
2023-10-15 15:10:00,60,138.7,31.7,11.8,19.8,150.0,20.0,20.0,5.3,3.9,1.3
2023-10-15 15:11:00,60,138.8,29.5,10.3,19.2,150.0,20.0,20.0,4.9,1.8,2.8
2023-10-15 15:12:00,60,135.8,25.8,10.3,15.5,140.0,20.0,20.0,4.9,1.8,5.0
2023-10-15 15:13:00,60,135.3,20.2,6.3,13.8,140.0,10.0,20.0,5.0,4.8,4.9
2023-10-15 15:14:00,60,130.3,13.0,2.7,10.3,140.0,10.0,20.0,3.1,4.4,1.8
2023-10-15 15:15:00,60,125.3,14.8,4.5,10.3,140.0,10.0,20.0,6.2,5.0,1.8
2023-10-15 15:16:00,60,125.0,9.5,1.2,8.3,130.0,10.0,10.0,5.0,3.2,3.7
2023-10-15 15:17:00,60,122.3,6.3,0.3,6.0,130.0,10.0,10.0,5.0,1.8,4.9
2023-10-15 15:18:00,60,120.8,4.8,1.3,3.5,130.0,10.0,10.0,2.8,3.4,4.8
2023-10-15 15:19:00,60,119.7,1.2,0.0,1.2,120.0,0.0,10.0,1.8,0.0,3.2
2023-10-15 15:20:00,60,115.3,0.5,0.0,0.5,120.0,0.0,10.0,5.0,0.0,2.2
2023-10-15 15:21:00,60,114.2,0.5,0.0,0.5,120.0,0.0,10.0,4.9,0.0,2.2
2023-10-15 15:22:00,60,112.5,0.5,0.2,0.3,120.0,10.0,10.0,4.3,1.3,1.8
2023-10-15 15:23:00,60,110.7,0.2,0.0,0.2,120.0,0.0,10.0,2.5,0.0,1.3
2023-10-15 15:24:00,60,110.2,0.0,0.0,0.0,120.0,0.0,0.0,2.2,0.0,0.0
2023-10-15 15:25:00,60,109.0,0.0,0.0,0.0,110.0,0.0,0.0,3.0,0.0,0.0
2023-10-15 15:26:00,60,108.7,0.0,0.0,0.0,110.0,0.0,0.0,3.4,0.0,0.0
2023-10-15 15:27:00,60,108.0,0.0,0.0,0.0,110.0,0.0,0.0,4.0,0.0,0.0
2023-10-15 15:28:00,60,107.3,0.0,0.0,0.0,110.0,0.0,0.0,4.4,0.0,0.0
2023-10-15 15:29:00,60,109.3,0.0,0.0,0.0,110.0,0.0,0.0,2.5,0.0,0.0
2023-10-15 15:30:00,60,107.0,0.0,0.0,0.0,110.0,0.0,0.0,4.6,0.0,0.0
2023-10-15 15:31:00,60,108.7,0.0,0.0,0.0,110.0,0.0,0.0,3.4,0.0,0.0
2023-10-15 15:32:00,60,107.5,0.0,0.0,0.0,110.0,0.0,0.0,4.3,0.0,0.0
2023-10-15 15:33:00,60,107.8,0.0,0.0,0.0,110.0,0.0,0.0,4.1,0.0,0.0
2023-10-15 15:34:00,60,109.3,0.0,0.0,0.0,120.0,0.0,0.0,3.6,0.0,0.0
2023-10-15 15:35:00,60,110.2,0.0,0.0,0.0,120.0,0.0,0.0,2.2,0.0,0.0
2023-10-15 15:36:00,60,109.3,0.0,0.0,0.0,110.0,0.0,0.0,2.5,0.0,0.0
2023-10-15 15:37:00,60,110.3,0.0,0.0,0.0,120.0,0.0,0.0,1.8,0.0,0.0
