Dates,latitude,longitude,u10,v10,t2m,valid_time
2025-02-03 00:00:00+00:00,67.6,26.8,-2.3489141,-0.49392635,252.38239,2025-02-03 06:00:00
2025-02-03 00:00:00+00:00,67.2,26.4,-2.8083258,-0.7913049,252.82838,2025-02-03 06:00:00
2025-02-03 00:00:00+00:00,67.2,26.8,-2.751769,-0.903663,252.92961,2025-02-03 06:00:00
2025-02-04 00:00:00+00:00,67.6,26.4,-1.1490765,0.3423534,240.73431,2025-02-04 06:00:00
2025-02-04 00:00:00+00:00,67.6,26.8,-0.859045,0.30911213,241.03029,2025-02-04 06:00:00
2025-02-04 00:00:00+00:00,67.2,26.4,-1.2364864,0.34168965,240.89323,2025-02-04 06:00:00
2025-02-04 00:00:00+00:00,67.2,26.8,-0.9160824,0.16567189,240.55908,2025-02-04 06:00:00
2025-02-05 00:00:00+00:00,67.6,26.4,-1.6297874,5.6439724,261.36212,2025-02-05 06:00:00
2025-02-05 00:00:00+00:00,67.6,26.8,-1.6126976,5.6883297,261.00253,2025-02-05 06:00:00
2025-02-05 00:00:00+00:00,67.2,26.4,-1.5196114,5.7939663,261.77612,2025-02-05 06:00:00
2025-02-05 00:00:00+00:00,67.2,26.8,-1.4558601,5.73892,261.45648,2025-02-05 06:00:00
2025-02-06 00:00:00+00:00,67.6,26.4,3.5359583,1.9941444,266.50238,2025-02-06 06:00:00
2025-02-06 00:00:00+00:00,67.6,26.8,3.6181955,1.8320274,266.47864,2025-02-06 06:00:00
2025-02-06 00:00:00+00:00,67.2,26.4,3.5307245,1.8172646,266.4284,2025-02-06 06:00:00
2025-02-06 00:00:00+00:00,67.2,26.8,3.6580515,1.6905556,266.47592,2025-02-06 06:00:00
2025-02-07 00:00:00+00:00,67.6,26.4,4.7436876,3.9472275,276.04877,2025-02-07 06:00:00
2025-02-07 00:00:00+00:00,67.6,26.8,4.768655,3.8929138,275.93347,2025-02-07 06:00:00
2025-02-07 00:00:00+00:00,67.2,26.4,4.667657,3.7475967,275.5754,2025-02-07 06:00:00
2025-02-07 00:00:00+00:00,67.2,26.8,4.8078127,3.5719223,275.5055,2025-02-07 06:00:00
2025-02-08 00:00:00+00:00,67.6,26.4,1.6601076,3.465663,269.91513,2025-02-08 06:00:00
2025-02-08 00:00:00+00:00,67.6,26.8,1.8043413,3.3711424,270.0243,2025-02-08 06:00:00
2025-02-08 00:00:00+00:00,67.2,26.4,1.7193956,3.591525,269.69876,2025-02-08 06:00:00
2025-02-08 00:00:00+00:00,67.2,26.8,1.9354982,3.4486341,269.84204,2025-02-08 06:00:00
2025-02-09 00:00:00+00:00,67.6,26.4,3.180397,4.077899,269.14032,2025-02-09 06:00:00
2025-02-09 00:00:00+00:00,67.6,26.8,3.1544418,4.0133085,269.1145,2025-02-09 06:00:00
2025-02-09 00:00:00+00:00,67.2,26.4,2.44767,4.014804,269.1536,2025-02-09 06:00:00
2025-02-09 00:00:00+00:00,67.2,26.8,2.5361557,4.080945,269.0896,2025-02-09 06:00:00
2025-02-10 00:00:00+00:00,67.6,26.4,4.31277,-0.83641243,268.76797,2025-02-10 06:00:00
2025-02-10 00:00:00+00:00,67.6,26.8,4.452159,-0.99362373,268.88016,2025-02-10 06:00:00
2025-02-10 00:00:00+00:00,67.2,26.4,3.86407,-1.3861561,268.7868,2025-02-10 06:00:00
2025-02-10 00:00:00+00:00,67.2,26.8,4.0387983,-1.5033588,268.89413,2025-02-10 06:00:00
2025-02-11 00:00:00+00:00,67.6,26.4,4.239003,1.5007629,272.6386,2025-02-11 06:00:00
2025-02-11 00:00:00+00:00,67.6,26.8,4.279565,1.4537048,272.432,2025-02-11 06:00:00
2025-02-11 00:00:00+00:00,67.2,26.4,4.141507,1.8307114,271.36316,2025-02-11 06:00:00
2025-02-11 00:00:00+00:00,67.2,26.8,4.267476,1.7746811,271.20544,2025-02-11 06:00:00
2025-02-12 00:00:00+00:00,67.6,26.4,3.7047482,-3.0085115,268.8534,2025-02-12 06:00:00
2025-02-12 00:00:00+00:00,67.6,26.8,3.810255,-3.137208,269.01016,2025-02-12 06:00:00
2025-02-12 00:00:00+00:00,67.2,26.4,3.7429714,-3.1372004,268.92252,2025-02-12 06:00:00
2025-02-12 00:00:00+00:00,67.2,26.8,3.8500538,-3.1872568,269.07306,2025-02-12 06:00:00
2025-02-13 00:00:00+00:00,67.6,26.4,1.4011307,-3.5557747,264.9416,2025-02-13 06:00:00
2025-02-13 00:00:00+00:00,67.6,26.8,1.3297958,-3.6824532,265.33832,2025-02-13 06:00:00
2025-02-13 00:00:00+00:00,67.2,26.4,1.458641,-3.387371,263.2342,2025-02-13 06:00:00
2025-02-13 00:00:00+00:00,67.2,26.8,1.4695168,-3.442234,263.58722,2025-02-13 06:00:00
2025-02-14 00:00:00+00:00,67.6,26.4,1.7941751,-2.2477007,261.68732,2025-02-14 06:00:00
2025-02-14 00:00:00+00:00,67.6,26.8,1.7968073,-2.1470995,261.45697,2025-02-14 06:00:00
2025-02-14 00:00:00+00:00,67.2,26.4,1.7331343,-2.1525583,260.87787,2025-02-14 06:00:00
2025-02-14 00:00:00+00:00,67.2,26.8,1.7563219,-2.1393557,260.9708,2025-02-14 06:00:00
2025-02-15 00:00:00+00:00,67.6,26.4,0.7884957,-3.6516762,260.73468,2025-02-15 06:00:00
2025-02-15 00:00:00+00:00,67.6,26.8,0.72927636,-3.733326,260.90283,2025-02-15 06:00:00
2025-02-15 00:00:00+00:00,67.2,26.4,0.30373925,-3.8866234,261.09918,2025-02-15 06:00:00
2025-02-15 00:00:00+00:00,67.2,26.8,0.34144372,-3.958187,261.31842,2025-02-15 06:00:00
2025-02-16 00:00:00+00:00,67.6,26.4,0.80452496,-1.4275961,263.81018,2025-02-16 06:00:00
2025-02-16 00:00:00+00:00,67.6,26.8,0.9369255,-1.2717581,263.48047,2025-02-16 06:00:00
2025-02-16 00:00:00+00:00,67.2,26.4,0.72914654,-0.95741177,262.71887,2025-02-16 06:00:00
2025-02-16 00:00:00+00:00,67.2,26.8,0.8293739,-0.8504782,262.46463,2025-02-16 06:00:00
2025-02-17 00:00:00+00:00,67.6,26.4,1.4059124,-1.5022831,263.5487,2025-02-17 06:00:00
2025-02-17 00:00:00+00:00,67.6,26.8,1.5041485,-1.0331059,262.74353,2025-02-17 06:00:00
2025-02-17 00:00:00+00:00,67.2,26.4,1.4653168,0.3459835,260.35168,2025-02-17 06:00:00
2025-02-17 00:00:00+00:00,67.2,26.8,1.4552231,1.0188351,259.48254,2025-02-17 06:00:00
2025-02-18 00:00:00+00:00,67.6,26.4,1.3108749,-5.3787355,265.8268,2025-02-18 06:00:00
2025-02-18 00:00:00+00:00,67.6,26.8,1.2139282,-5.4674654,265.95636,2025-02-18 06:00:00
2025-02-18 00:00:00+00:00,67.2,26.4,1.6079941,-5.331464,265.99075,2025-02-18 06:00:00
2025-02-18 00:00:00+00:00,67.2,26.8,1.5763474,-5.372987,266.18958,2025-02-18 06:00:00
2025-02-19 00:00:00+00:00,67.6,26.4,2.7537584,0.0012794733,262.77493,2025-02-19 06:00:00
2025-02-19 00:00:00+00:00,67.6,26.8,2.8553514,-0.2243675,262.27167,2025-02-19 06:00:00
2025-02-19 00:00:00+00:00,67.2,26.4,2.7109957,-0.26160657,261.98315,2025-02-19 06:00:00
2025-02-19 00:00:00+00:00,67.2,26.8,2.8386545,-0.46397626,261.66763,2025-02-19 06:00:00
2025-02-20 00:00:00+00:00,67.6,26.4,2.8733826,1.5811892,263.67432,2025-02-20 06:00:00
2025-02-20 00:00:00+00:00,67.6,26.8,2.9248734,1.4103518,263.38477,2025-02-20 06:00:00
2025-02-20 00:00:00+00:00,67.2,26.4,2.7454681,1.7489367,262.85687,2025-02-20 06:00:00
2025-02-20 00:00:00+00:00,67.2,26.8,2.9144516,1.5772676,262.8296,2025-02-20 06:00:00
2025-02-01 00:00:00+00:00,67.6,26.4,-0.020652305,-3.1493692,266.42325,2025-02-01 08:00:00
2025-02-01 00:00:00+00:00,67.6,26.8,-0.015805732,-3.119874,266.4532,2025-02-01 08:00:00
2025-02-01 00:00:00+00:00,67.2,26.4,-0.05480529,-2.929284,266.50226,2025-02-01 08:00:00
2025-02-01 00:00:00+00:00,67.2,26.8,0.024525154,-2.8968744,266.39542,2025-02-01 08:00:00
2025-02-02 00:00:00+00:00,67.6,26.4,-3.7611132,-0.65063,266.79205,2025-02-02 08:00:00
2025-02-02 00:00:00+00:00,67.6,26.8,-3.9333467,-0.66896343,266.365,2025-02-02 08:00:00
2025-02-02 00:00:00+00:00,67.2,26.4,-3.6481142,-1.0051985,266.99734,2025-02-02 08:00:00
2025-02-02 00:00:00+00:00,67.2,26.8,-3.614934,-1.0221739,266.59564,2025-02-02 08:00:00
2025-02-03 00:00:00+00:00,67.6,26.4,-2.4107084,-0.4883089,251.33977,2025-02-03 08:00:00
2025-02-03 00:00:00+00:00,67.6,26.8,-2.2398024,-0.51902485,251.67549,2025-02-03 08:00:00
2025-02-03 00:00:00+00:00,67.2,26.4,-2.6458235,-0.78758717,252.47032,2025-02-03 08:00:00
2025-02-03 00:00:00+00:00,67.2,26.8,-2.606639,-0.93433094,252.66685,2025-02-03 08:00:00
2025-02-04 00:00:00+00:00,67.6,26.4,-1.0880957,1.5232649,240.18033,2025-02-04 08:00:00
2025-02-04 00:00:00+00:00,67.6,26.8,-0.87564754,1.4147139,240.29738,2025-02-04 08:00:00
2025-02-04 00:00:00+00:00,67.2,26.4,-0.9548254,1.3449507,241.10847,2025-02-04 08:00:00
2025-02-04 00:00:00+00:00,67.2,26.8,-0.82760525,1.1952238,240.54536,2025-02-04 08:00:00
2025-02-05 00:00:00+00:00,67.6,26.4,-1.4281979,5.711032,262.66248,2025-02-05 08:00:00
2025-02-05 00:00:00+00:00,67.6,26.8,-1.399147,5.750945,262.3215,2025-02-05 08:00:00
2025-02-05 00:00:00+00:00,67.2,26.4,-1.3804035,5.7402163,262.8847,2025-02-05 08:00:00
2025-02-05 00:00:00+00:00,67.2,26.8,-1.3081627,5.6988316,262.57416,2025-02-05 08:00:00
2025-02-06 00:00:00+00:00,67.6,26.4,2.8809328,2.6454363,266.6134,2025-02-06 08:00:00
2025-02-06 00:00:00+00:00,67.6,26.8,2.9636126,2.4565554,266.53244,2025-02-06 08:00:00
2025-02-06 00:00:00+00:00,67.2,26.4,2.7964144,2.446721,266.393,2025-02-06 08:00:00
2025-02-06 00:00:00+00:00,67.2,26.8,2.9539766,2.2949648,266.4167,2025-02-06 08:00:00
2025-02-07 00:00:00+00:00,67.6,26.4,4.7030554,3.9504442,275.69037,2025-02-07 08:00:00
2025-02-07 00:00:00+00:00,67.6,26.8,4.736415,3.8777285,275.6959,2025-02-07 08:00:00
2025-02-07 00:00:00+00:00,67.2,26.4,4.646735,3.7005205,275.61502,2025-02-07 08:00:00
2025-02-07 00:00:00+00:00,67.2,26.8,4.803256,3.4971285,275.65308,2025-02-07 08:00:00
2025-02-08 00:00:00+00:00,67.6,26.4,1.3489523,3.4393253,269.40402,2025-02-08 08:00:00
2025-02-08 00:00:00+00:00,67.6,26.8,1.4372091,3.3459187,269.48856,2025-02-08 08:00:00
2025-02-08 00:00:00+00:00,67.2,26.4,1.6560507,3.6019993,269.2724,2025-02-08 08:00:00
2025-02-08 00:00:00+00:00,67.2,26.8,1.9871969,3.5759525,269.4215,2025-02-08 08:00:00
2025-02-09 00:00:00+00:00,67.6,26.4,3.3662777,3.9968214,269.51105,2025-02-09 08:00:00
2025-02-09 00:00:00+00:00,67.6,26.8,3.377798,3.952569,269.43298,2025-02-09 08:00:00
2025-02-09 00:00:00+00:00,67.2,26.4,2.728384,4.047696,269.3058,2025-02-09 08:00:00
2025-02-09 00:00:00+00:00,67.2,26.8,2.7179165,4.007676,269.19235,2025-02-09 08:00:00
2025-02-10 00:00:00+00:00,67.6,26.4,4.47073,-1.0391006,268.9551,2025-02-10 08:00:00
2025-02-10 00:00:00+00:00,67.6,26.8,4.552517,-1.2893143,269.0813,2025-02-10 08:00:00
2025-02-10 00:00:00+00:00,67.2,26.4,4.03529,-1.5326004,269.0857,2025-02-10 08:00:00
2025-02-10 00:00:00+00:00,67.2,26.8,4.159252,-1.6843643,269.285,2025-02-10 08:00:00
2025-02-11 00:00:00+00:00,67.6,26.4,4.181797,1.7862263,272.76984,2025-02-11 08:00:00
2025-02-11 00:00:00+00:00,67.6,26.8,4.1943035,1.7339535,272.7227,2025-02-11 08:00:00
2025-02-11 00:00:00+00:00,67.2,26.4,4.1904144,1.9149265,271.98328,2025-02-11 08:00:00
2025-02-11 00:00:00+00:00,67.2,26.8,4.304348,1.8489132,271.93848,2025-02-11 08:00:00
2025-02-12 00:00:00+00:00,67.6,26.4,3.3693886,-3.2853823,268.62054,2025-02-12 08:00:00
2025-02-12 00:00:00+00:00,67.6,26.8,3.4567184,-3.383336,268.72,2025-02-12 08:00:00
2025-02-12 00:00:00+00:00,67.2,26.4,3.2504158,-3.4926424,268.57263,2025-02-12 08:00:00
2025-02-12 00:00:00+00:00,67.2,26.8,3.3747826,-3.5272455,268.72226,2025-02-12 08:00:00
2025-02-13 00:00:00+00:00,67.6,26.4,0.8177637,-3.576641,266.4082,2025-02-13 08:00:00
2025-02-13 00:00:00+00:00,67.6,26.8,0.77708185,-3.6845207,266.6346,2025-02-13 08:00:00
2025-02-13 00:00:00+00:00,67.2,26.4,0.895635,-3.4979095,265.08276,2025-02-13 08:00:00
2025-02-13 00:00:00+00:00,67.2,26.8,0.85759485,-3.6185646,265.51855,2025-02-13 08:00:00
2025-02-14 00:00:00+00:00,67.6,26.4,1.3698158,-2.3517122,262.44543,2025-02-14 08:00:00
2025-02-14 00:00:00+00:00,67.6,26.8,1.3999405,-2.2297525,262.39212,2025-02-14 08:00:00
2025-02-14 00:00:00+00:00,67.2,26.4,1.4667549,-2.1903467,261.88727,2025-02-14 08:00:00
2025-02-14 00:00:00+00:00,67.2,26.8,1.4940052,-2.1158,261.97046,2025-02-14 08:00:00
2025-02-15 00:00:00+00:00,67.6,26.4,0.9546039,-2.766427,261.16815,2025-02-15 08:00:00
2025-02-15 00:00:00+00:00,67.6,26.8,0.8562381,-2.863801,261.2789,2025-02-15 08:00:00
2025-02-15 00:00:00+00:00,67.2,26.4,0.47666812,-3.1397715,261.16632,2025-02-15 08:00:00
2025-02-15 00:00:00+00:00,67.2,26.8,0.49632144,-3.2239542,261.32935,2025-02-15 08:00:00
2025-02-16 00:00:00+00:00,67.6,26.4,0.89943296,-1.28582,264.76007,2025-02-16 08:00:00
2025-02-16 00:00:00+00:00,67.6,26.8,0.9737337,-1.1760483,264.56628,2025-02-16 08:00:00
2025-02-16 00:00:00+00:00,67.2,26.4,0.8871859,-0.63440704,263.89594,2025-02-16 08:00:00
2025-02-16 00:00:00+00:00,67.2,26.8,0.93672925,-0.49982452,263.7438,2025-02-16 08:00:00
2025-02-17 00:00:00+00:00,67.6,26.4,1.0871019,-2.3713036,266.10364,2025-02-17 08:00:00
2025-02-17 00:00:00+00:00,67.6,26.8,1.1615419,-1.9975548,265.48462,2025-02-17 08:00:00
2025-02-17 00:00:00+00:00,67.2,26.4,1.1948595,-1.010067,263.18585,2025-02-17 08:00:00
2025-02-17 00:00:00+00:00,67.2,26.8,1.3419085,-0.51745224,262.26318,2025-02-17 08:00:00
2025-02-18 00:00:00+00:00,67.6,26.4,1.3907433,-4.516638,265.79205,2025-02-18 08:00:00
2025-02-18 00:00:00+00:00,67.6,26.8,1.3266602,-4.568327,265.8675,2025-02-18 08:00:00
2025-02-18 00:00:00+00:00,67.2,26.4,1.205616,-4.720892,265.9116,2025-02-18 08:00:00
2025-02-18 00:00:00+00:00,67.2,26.8,1.1866646,-4.773962,266.0475,2025-02-18 08:00:00
2025-02-19 00:00:00+00:00,67.6,26.4,2.9149446,0.5608857,264.4001,2025-02-19 08:00:00
2025-02-19 00:00:00+00:00,67.6,26.8,2.8882933,0.46895534,264.00336,2025-02-19 08:00:00
2025-02-19 00:00:00+00:00,67.2,26.4,2.8431273,0.46821147,263.87238,2025-02-19 08:00:00
2025-02-19 00:00:00+00:00,67.2,26.8,2.8344355,0.36940318,263.54785,2025-02-19 08:00:00
2025-02-20 00:00:00+00:00,67.6,26.4,2.6932268,2.3121223,265.82245,2025-02-20 08:00:00
2025-02-20 00:00:00+00:00,67.6,26.8,2.7116747,2.1912727,265.40436,2025-02-20 08:00:00
2025-02-20 00:00:00+00:00,67.2,26.4,2.616334,2.6541862,264.5846,2025-02-20 08:00:00
2025-02-20 00:00:00+00:00,67.2,26.8,2.750554,2.5190773,264.4199,2025-02-20 08:00:00
2025-02-01 00:00:00+00:00,67.6,26.4,-0.42779273,-3.2836561,267.79926,2025-02-01 10:00:00
2025-02-01 00:00:00+00:00,67.6,26.8,-0.41194648,-3.2923002,267.9311,2025-02-01 10:00:00
2025-02-01 00:00:00+00:00,67.2,26.4,-0.36651343,-3.1449041,267.70322,2025-02-01 10:00:00
2025-02-01 00:00:00+00:00,67.2,26.8,-0.22610205,-3.1329756,267.86456,2025-02-01 10:00:00
2025-02-02 00:00:00+00:00,67.6,26.4,-3.8753748,-0.40700912,265.37277,2025-02-02 10:00:00
2025-02-02 00:00:00+00:00,67.6,26.8,-3.851655,-0.47105026,265.09763,2025-02-02 10:00:00
2025-02-02 00:00:00+00:00,67.2,26.4,-4.1086206,-1.0021629,265.3573,2025-02-02 10:00:00
2025-02-02 00:00:00+00:00,67.2,26.8,-4.036027,-0.9670372,265.0907,2025-02-02 10:00:00
2025-02-03 00:00:00+00:00,67.6,26.4,-2.4059315,-0.4564271,252.99959,2025-02-03 10:00:00
2025-02-03 00:00:00+00:00,67.6,26.8,-2.217165,-0.59605265,253.19609,2025-02-03 10:00:00
2025-02-03 00:00:00+00:00,67.2,26.4,-2.5483646,-0.71936655,254.41313,2025-02-03 10:00:00
2025-02-03 00:00:00+00:00,67.2,26.8,-2.4271336,-0.8740449,254.68938,2025-02-03 10:00:00
2025-02-04 00:00:00+00:00,67.6,26.4,-0.5712665,2.0030088,244.5989,2025-02-04 10:00:00
2025-02-04 00:00:00+00:00,67.6,26.8,-0.6655429,1.881259,244.28839,2025-02-04 10:00:00
2025-02-04 00:00:00+00:00,67.2,26.4,-0.3917697,1.8375349,245.98538,2025-02-04 10:00:00
2025-02-04 00:00:00+00:00,67.2,26.8,-0.44607574,1.7251997,245.24918,2025-02-04 10:00:00
2025-02-05 00:00:00+00:00,67.6,26.4,-1.350626,5.599248,264.01025,2025-02-05 10:00:00
2025-02-05 00:00:00+00:00,67.6,26.8,-1.3567066,5.604371,263.59647,2025-02-05 10:00:00
2025-02-05 00:00:00+00:00,67.2,26.4,-1.2664604,5.7489176,264.4258,2025-02-05 10:00:00
2025-02-05 00:00:00+00:00,67.2,26.8,-1.2364521,5.630639,264.00085,2025-02-05 10:00:00
2025-02-06 00:00:00+00:00,67.6,26.4,2.5332394,3.492134,268.24933,2025-02-06 10:00:00
2025-02-06 00:00:00+00:00,67.6,26.8,2.5249844,3.370346,268.0233,2025-02-06 10:00:00
2025-02-06 00:00:00+00:00,67.2,26.4,2.2810726,3.3887138,267.99557,2025-02-06 10:00:00
2025-02-06 00:00:00+00:00,67.2,26.8,2.2701168,3.2751656,267.87604,2025-02-06 10:00:00
2025-02-07 00:00:00+00:00,67.6,26.4,4.746578,3.5508547,275.95862,2025-02-07 10:00:00
2025-02-07 00:00:00+00:00,67.6,26.8,4.8133316,3.406705,275.9943,2025-02-07 10:00:00
2025-02-07 00:00:00+00:00,67.2,26.4,4.640854,3.114316,276.0346,2025-02-07 10:00:00
2025-02-07 00:00:00+00:00,67.2,26.8,4.755768,2.9055452,276.12146,2025-02-07 10:00:00
2025-02-08 00:00:00+00:00,67.6,26.4,1.4393997,3.7950573,269.1595,2025-02-08 10:00:00
2025-02-08 00:00:00+00:00,67.6,26.8,1.5476608,3.6556911,269.2931,2025-02-08 10:00:00
2025-02-08 00:00:00+00:00,67.2,26.4,1.746254,4.078718,269.14203,2025-02-08 10:00:00
2025-02-08 00:00:00+00:00,67.2,26.8,1.9724197,3.9520779,269.3638,2025-02-08 10:00:00
2025-02-09 00:00:00+00:00,67.6,26.4,2.4898987,3.6355972,269.78,2025-02-09 10:00:00
2025-02-09 00:00:00+00:00,67.6,26.8,1.9378357,3.447033,269.6874,2025-02-09 10:00:00
2025-02-09 00:00:00+00:00,67.2,26.4,1.7113342,3.4837952,269.46027,2025-02-09 10:00:00
2025-02-09 00:00:00+00:00,67.2,26.8,1.4696045,3.3981133,269.317,2025-02-09 10:00:00
2025-02-10 00:00:00+00:00,67.6,26.4,3.9804296,-1.2386446,270.43854,2025-02-10 10:00:00
2025-02-10 00:00:00+00:00,67.6,26.8,4.0740576,-1.5020876,270.41492,2025-02-10 10:00:00
2025-02-10 00:00:00+00:00,67.2,26.4,3.4899817,-1.6081667,270.58572,2025-02-10 10:00:00
2025-02-10 00:00:00+00:00,67.2,26.8,3.5890265,-1.7749758,270.6609,2025-02-10 10:00:00
2025-02-11 00:00:00+00:00,67.6,26.4,4.4936237,1.5992966,274.10825,2025-02-11 10:00:00
2025-02-11 00:00:00+00:00,67.6,26.8,4.5342712,1.5501595,274.00354,2025-02-11 10:00:00
2025-02-11 00:00:00+00:00,67.2,26.4,4.42474,1.5268917,273.8866,2025-02-11 10:00:00
2025-02-11 00:00:00+00:00,67.2,26.8,4.4633102,1.5141468,273.83142,2025-02-11 10:00:00
2025-02-12 00:00:00+00:00,67.6,26.4,2.7267303,-3.6732817,269.73386,2025-02-12 10:00:00
2025-02-12 00:00:00+00:00,67.6,26.8,2.848053,-3.7889738,269.68286,2025-02-12 10:00:00
2025-02-12 00:00:00+00:00,67.2,26.4,2.514389,-3.819785,269.7075,2025-02-12 10:00:00
2025-02-12 00:00:00+00:00,67.2,26.8,2.6735535,-3.8453856,269.7387,2025-02-12 10:00:00
2025-02-13 00:00:00+00:00,67.6,26.4,0.89587754,-2.8167038,267.57755,2025-02-13 10:00:00
2025-02-13 00:00:00+00:00,67.6,26.8,0.973087,-2.7741928,267.60123,2025-02-13 10:00:00
2025-02-13 00:00:00+00:00,67.2,26.4,0.20094651,-3.536003,267.10822,2025-02-13 10:00:00
2025-02-13 00:00:00+00:00,67.2,26.8,0.26135606,-3.567482,267.2381,2025-02-13 10:00:00
2025-02-14 00:00:00+00:00,67.6,26.4,0.4415877,-2.9823542,264.45316,2025-02-14 10:00:00
2025-02-14 00:00:00+00:00,67.6,26.8,0.47991586,-2.8098269,264.5687,2025-02-14 10:00:00
2025-02-14 00:00:00+00:00,67.2,26.4,0.47085786,-3.0462961,264.24646,2025-02-14 10:00:00
2025-02-14 00:00:00+00:00,67.2,26.8,0.49026132,-3.0467806,264.36255,2025-02-14 10:00:00
2025-02-15 00:00:00+00:00,67.6,26.4,1.6087191,-1.3501186,262.87823,2025-02-15 10:00:00
2025-02-15 00:00:00+00:00,67.6,26.8,1.5174563,-1.4461994,262.84772,2025-02-15 10:00:00
2025-02-15 00:00:00+00:00,67.2,26.4,0.98123187,-1.3114529,262.76605,2025-02-15 10:00:00
2025-02-15 00:00:00+00:00,67.2,26.8,0.9788973,-1.2965107,262.83194,2025-02-15 10:00:00
2025-02-16 00:00:00+00:00,67.6,26.4,0.7807045,-1.7138081,266.23782,2025-02-16 10:00:00
2025-02-16 00:00:00+00:00,67.6,26.8,0.8000603,-1.5569019,266.0263,2025-02-16 10:00:00
2025-02-16 00:00:00+00:00,67.2,26.4,0.7196884,-1.3329029,265.48972,2025-02-16 10:00:00
2025-02-16 00:00:00+00:00,67.2,26.8,0.74651146,-1.1391773,265.3463,2025-02-16 10:00:00
2025-02-17 00:00:00+00:00,67.6,26.4,1.3768139,-2.9911118,267.74637,2025-02-17 10:00:00
2025-02-17 00:00:00+00:00,67.6,26.8,1.4973736,-2.6429062,267.42355,2025-02-17 10:00:00
2025-02-17 00:00:00+00:00,67.2,26.4,1.2062893,-1.9764938,266.56213,2025-02-17 10:00:00
2025-02-17 00:00:00+00:00,67.2,26.8,1.3791332,-1.3991928,265.92737,2025-02-17 10:00:00
2025-02-18 00:00:00+00:00,67.6,26.4,1.9055691,-3.9786596,266.97223,2025-02-18 10:00:00
2025-02-18 00:00:00+00:00,67.6,26.8,1.88204,-3.9372625,266.96878,2025-02-18 10:00:00
2025-02-18 00:00:00+00:00,67.2,26.4,1.5641232,-3.4336767,267.00986,2025-02-18 10:00:00
2025-02-18 00:00:00+00:00,67.2,26.8,1.5669613,-3.227439,267.0812,2025-02-18 10:00:00
2025-02-19 00:00:00+00:00,67.6,26.4,2.7541027,0.73014617,267.4692,2025-02-19 10:00:00
2025-02-19 00:00:00+00:00,67.6,26.8,2.7578487,0.6512983,266.95654,2025-02-19 10:00:00
2025-02-19 00:00:00+00:00,67.2,26.4,2.6873798,0.7181604,267.10718,2025-02-19 10:00:00
2025-02-19 00:00:00+00:00,67.2,26.8,2.5936947,0.6495874,266.7213,2025-02-19 10:00:00
2025-02-20 00:00:00+00:00,67.6,26.4,2.168067,2.698392,267.8784,2025-02-20 10:00:00
2025-02-20 00:00:00+00:00,67.6,26.8,2.2899466,2.6115465,267.68002,2025-02-20 10:00:00
2025-02-20 00:00:00+00:00,67.2,26.4,2.1056776,2.703248,266.59644,2025-02-20 10:00:00
2025-02-20 00:00:00+00:00,67.2,26.8,2.2434492,2.521737,266.53427,2025-02-20 10:00:00
2025-02-01 00:00:00+00:00,67.6,26.4,-0.66411227,-3.384221,268.92795,2025-02-01 12:00:00
2025-02-01 00:00:00+00:00,67.6,26.8,-0.6942503,-3.388297,269.0217,2025-02-01 12:00:00
2025-02-01 00:00:00+00:00,67.2,26.4,-0.625889,-3.357379,268.7846,2025-02-01 12:00:00
2025-02-01 00:00:00+00:00,67.2,26.8,-0.58343714,-3.3142328,268.95163,2025-02-01 12:00:00
2025-02-02 00:00:00+00:00,67.6,26.4,-3.3140306,-0.84442997,264.52673,2025-02-02 12:00:00
2025-02-02 00:00:00+00:00,67.6,26.8,-3.1584368,-0.95478153,264.47946,2025-02-02 12:00:00
2025-02-02 00:00:00+00:00,67.2,26.4,-3.6440935,-1.328515,264.4531,2025-02-02 12:00:00
2025-02-02 00:00:00+00:00,67.2,26.8,-3.473569,-1.3487635,264.4165,2025-02-02 12:00:00
2025-02-03 00:00:00+00:00,67.6,26.4,-2.19565,-0.37410522,254.29257,2025-02-03 12:00:00
2025-02-03 00:00:00+00:00,67.6,26.8,-2.1003628,-0.53386474,254.4465,2025-02-03 12:00:00
2025-02-03 00:00:00+00:00,67.2,26.4,-2.321619,-0.63242126,255.5488,2025-02-03 12:00:00
2025-02-03 00:00:00+00:00,67.2,26.8,-2.1190853,-0.80014586,255.8035,2025-02-03 12:00:00
2025-02-04 00:00:00+00:00,67.6,26.4,-2.1909266,1.9404259,247.50648,2025-02-04 12:00:00
2025-02-04 00:00:00+00:00,67.6,26.8,-1.7825632,1.8713493,247.44307,2025-02-04 12:00:00
2025-02-04 00:00:00+00:00,67.2,26.4,-1.9545679,1.6814232,248.70128,2025-02-04 12:00:00
2025-02-04 00:00:00+00:00,67.2,26.8,-1.7799311,1.3819084,248.35542,2025-02-04 12:00:00
2025-02-05 00:00:00+00:00,67.6,26.4,-1.0270348,5.697172,265.94482,2025-02-05 12:00:00
2025-02-05 00:00:00+00:00,67.6,26.8,-1.1001549,5.668951,265.43744,2025-02-05 12:00:00
2025-02-05 00:00:00+00:00,67.2,26.4,-0.8655586,6.0756664,266.5105,2025-02-05 12:00:00
2025-02-05 00:00:00+00:00,67.2,26.8,-0.87709045,5.976942,266.03635,2025-02-05 12:00:00
2025-02-06 00:00:00+00:00,67.6,26.4,2.5248556,4.389449,269.76917,2025-02-06 12:00:00
